Core	Manufacturer	Chip	Details	Workaround	Failure
Cortex A-9	NXP	IMX6DQ	The NANDF_DQS output is only enabled in program operation for Toggle mode, but the Set Feature command also needs to use the NANDF_DQS signal to write data to the Toggle NAND flash. So the Set Feature command in Toggle mode is not supported.	None	GPMI: GPMI does not support the Set Feature command in Toggle mode
Cortex A-9	NXP	IMX6DQ	Accessing GPU2D when it is power-gated will cause a deadlock in the system.	GPU2D should not be mistakenly accessed by software when power-gated.	ERR004341 GPU2D: Accessing GPU2D when it is power-gated will cause a deadlock in the system
Cortex A-9	NXP	IMX6DQ	GPU2D supports BLIT acceleration by using the Graphics Device Interface (GDI) API. When using the stretch blit GDI API, if the stretch factor is exactly an integer, the resulting image has rendering errors.	There are no software workarounds that completely resolve the issue. The filter blit API can be used instead of the stretch blit for BLIT acceleration; however, there will be a performance impact and might not be suitable for all applications. The issue is not observed when the stretch blit for BLIT acceleration is not used.	GPU2D: Image quality degradation observed for stretch blits when the stretch factor is exactly an integer [i.MX 6Dual/6Quad Only]
Cortex A-9	NXP	IMX6DQ	The GPU3D L1 cache assumes that all memory requests are 16 bytes. If a request is 16 bytes, there are no issues since the data boundary lines up evenly. If a request is not aligned to 16 bytes, the memory controller will split those unaligned requests into two requests, doubling the number of requests processed internally in L1 cache.	Tune applications to access L1 cache and memory requests at 16 byte boundaries to prevent this issue (slight performance impact).	ERR004300 GPU3D: L1 cache performance drop [i.MX 6Dual/6Quad Only]
Cortex A-9	NXP	IMX6DQ	This issue causes a data alignment error under the following two corner case conditions: â¢ The last 16 bytes of the cache line are being sent to the memory controller when it is not ready â¢ The memory controllerâs âReadyâ signal is asserted for one cycle. It then reads 8 bytes of data and then the âReadyâ signal becomes de-asserted again. In the design, the memory controller uses the address of the last 8 bytes as the address of the entire cache line. When either of these conditions happens, the last 8 bytes of data are paired with the address of the subsequent cache line, and the entire cache line gets written to the wrong location. The likelihood of hitting this corner case is significantly reduced if the GPU3D core and shader clocks run at the same frequency.	None	GPU3D: L1 cache âWrite Address Dataâ pairing error [i.MX 6Dual/6Quad Only]
Cortex A-9	NXP	IMX6DQ	Texture attributes might be incorrectly reported by the Setup Engine, when the maximum X and/or Y vertex is very large (X or Y vertex greater than 8 million pixels), and consequently the Texture Engine might sample black texels.	No workaround at this time.	ERR005216 GPU3D: Black texels in Android App Singularity 3D [i.MX 6Dual/6Quad Only]
Cortex A-9	NXP	IMX6DQ	An intdone interrupt must be generated by the AHB Audio DMA when a DMA stop is requested and a series of AHB transfers is in progress in the AHB bus. Here, AHB Audio DMA does not generate an interrupt (intdone=1, register AHB_DMA_INT) after software forces the DMA to stop (stop_dma_transaction, register AHB_DMA_STOP) between individual AMBA AHB DMA transfers. For instance, assume that the AHB DMA has performed a series of AHB BUS transfers and its internal FIFO is full. The AHB DMA starts requesting more AHB BUS transfers only when the FIFO threshold is reached. In this time period, from the time when the FIFO is full to the time when AHB DMA starts requesting more transfers, any DMA stop request from software is not registered, and the AHB Audio DMA does not generate the intdone bit interrupt, although it stops requesting transactions. Conditions: â¢ Setup the system memory with low bandwidth audio (audio sampling rate: 32 kHz, two active channels) â¢ Configure the AHB Audio DMA with a data buffer larger than twice the configured FIFO size â¢ Start an Audio DMA transfer â¢ Wait for the AHB audio DMA to get bus access and to fill its internal FIFO â¢ Set stop_dma_transaction bit field (AHB_DMA_STOP register)	Poll IH_AHBDMAAUD_STAT0 bit 2 to check when DMA transaction is complete	HDMI: 9000446457âAudio DMA does not generate an interrupt after software stops DMA transaction
Cortex A-9	NXP	IMX6DQ	When AHB audio DMA Master uses incrementing bursts of unspecified lengths (INCR) and receives an ERROR response in idmahresp[1:0], it does not stop the AHB operation and continues to request data from the AHB BUS until a software forces a stop condition through the AHB_DMA_STOP register. Internally, these requested samples are not forwarded to the AHB Audio DMA Master FIFO, as a consequence an FIFO empty condition is created. This stops the audio samples in the HDMI link. Conditions: â¢ Setup the system memory with audio samples â¢ Start an Audio DMA transfer with incrementing burst of unspecified length (INCR) and all channels enabled (channel allocation = 0xFF) â¢ Force the Slave to send an ERROR in idmahresp[1:0]	For 2 channels and the whole range of sample rates supported (from 32k to 192k), the workaround consists of setting a threshold of 126 and using unspecified INCR instruction only (other types of INCR forbidden). For multi channel (4, 6, or 8 channels) and the whole range of sample rates supported (from 32k to 192k), the workaround consists in setting a threshold of 126 and using INCR4 instructions only (other types of INCR forbidden). The threshold mentioned above is programmed in the register AHB_DMA_THRSLD 0x00123603 bit[7:0]. The register of INCR type is AHB_DMA_CONF0 0x00123600, with bit 0 cleared (â0â) and with the bits 2:1 determining the INCR type.	ERR003745 HDMI: 9000440660âAudio DMA fails to stop after ERROR detection
Cortex A-9	NXP	IMX6DQ	Each time one writes to some FC registers, and depending on the clock relation of sfr clk and tmds clk, some of these train of pulses (when these registers are configured in sequence), might not be caught by the arithmetic unit while it is busy processing/updating the first ones, so, it gets wrong video timing values, although the registers FC_* hold correct values. Even a soft reset will not make the arithmetic unit update correctly. Video will still pass correctly to the HDMI, but packets would not because the frame composer is holding internally incorrect video timing and this will quickly build up and overflow the packet FIFOs.	Solution is, after all controller configuration has been done, write three-four times the same value to any of the above registers (say FC_INVIDCONF with the correct same value three-four times), and then perform soft reset to clock domains.	HDMI: 8000504668âThe arithmetic unit may get wrong video timing values although the FC_* registers hold correct values
Cortex A-9	NXP	IMX6DQ	The initial DMA burst read transaction address is set using the AHB_DMA_STRADDR0-3 registers. The final DMA burst read transaction address is set using the AHB_DMA_STPADDR0-3 registers. If (AHB_DMA_STPADDRX - AHB_DMA_STRADDRX > 8K), then HDMI will not generate the AHB audio DMA done interrupt.	The Configuration should obey the following limitation: AHB_DMA_STPADDRX - AHB_DMA_STRADDRX < 8 KB.	ERR004323 HDMI: The DMA burst read transaction address region is limited to 8 KB
Cortex A-9	NXP	IMX6DQ	Due to an issue related to the synchronization between the clock domains to which the HDMI Tx FIFO belongs, incorrect fetches of data from the external memory might be generated for filling up this FIFO, possibly causing its overflow. Workarounds: For 2 channels and the whole range of sample rates supported (from 32k to 192k), the workaround consists of setting a threshold of 126 and using unspecified INCR instruction only (other types of INCR forbidden). For multi channel (4, 6, or 8 channels) and the whole range of sample rates supported (from 32k to 192k), the workaround consists in setting a threshold of 126 and using INCR4 instructions only (other types of INCR forbidden). The threshold mentioned above is programmed in the register AHB_DMA_THRSLD 0x00123603 bit[7:0]. The register of INCR type is AHB_DMA_CONF0 0x00123600, with bit 0 cleared (â0â) and with the bits 2:1 determining the INCR type. Proposed Solution: No fix scheduled Linux BSP Status: Software workaround integrated in Linux BSP codebase starting in release imx_3.0.35_4.1.0	For 2 channels and the whole range of sample rates supported (from 32k to 192k), the workaround consists of setting a threshold of 126 and using unspecified INCR instruction only (other types of INCR forbidden). For multi channel (4, 6, or 8 channels) and the whole range of sample rates supported (from 32k to 192k), the workaround consists in setting a threshold of 126 and using INCR4 instructions only (other types of INCR forbidden). The threshold mentioned above is programmed in the register AHB_DMA_THRSLD 0x00123603 bit[7:0]. The register of INCR type is AHB_DMA_CONF0 0x00123600, with bit 0 cleared (â0â) and with the bits 2:1 determining the INCR type.	HDMI: HDMI Tx audio may have noise due to audio DMA FIFO overflow
Cortex A-9	NXP	IMX6DQ	The HDCP specification requires that a feature support search procedure be performed to enable an HDCP link with Features 1.1 active. The HDCP transmitter has to read the HDCP receiver BCAPS to check if it supports Features 1.1, and if this is the case and the HDCP transmitter desires to use Features 1.1, it must enable them on the HDCP receiver by writing 0x02 in the HDCP I2C Ainfo register. It has been found that the HDCP transmitter is using the local configuration register (A_HDCPCFG0.en11 feature bit field register) and sending that data on the Ainfo register, ignoring that the remote HDCP Features 1.1 support has been indicated on the I2S BCAPS register.	To avoid this problem, the software should previously check BCAPS by reading A_HDCPOBS3.FEATURES_1_1 to ensure whether the receiver can support features 1.1 or not. If it does not support, then it should not set A_HDCPCFG0.en11 feature.	ERR005172 HDMI: Under certain circumstances, the HDCP may transmit incorrect Ainfo value, causing a failure on the receiver side
Cortex A-9	NXP	IMX6DQ	The tmds reset effect after the frame composer controller registers 0x1000~0x100D setting is that in fc_arithlogicunit the fc_arithlogicunit_div units will be reset: //RSR COMMENT numseqonhtotal = (Htotal - ctrlperiod - LDGB)/(ctrlperiod+ LDGB + dataperiod + TLGB) fc_arithlogicunit_div #(14,5,10) u01_div( .itmdsrstz (itmdsrstz), .itmdsclk (itmdsclk), .idividend (htotalminusctrltotal[13:0]), .idivisor ({3'd0,ctrlplusdata[10:0]} ), .istart (regupdatearithunit[1] ), .oquotient (wi01quotient[4:0] ), .orest (wi01rest[9:0] ), .odone (wi01done ) ); ... ... //RSR COMMENT restofpacketsonhblankwextctrl = (Hblank - extctrlperiod -LDGB - numseqonhblank * (ctrlperiod + LDGB + dataperiod + TLGB) -ctrlperiod - LDGB -TLGB)/32 fc_arithlogicunit_div #(10,5,2) u32_div( .itmdsrstz (itmdsrstz ), .itmdsclk (itmdsclk ), .idividend (wi32dividend[9:0]), .idivisor (10'd32 ), .istart (regi31done ), .oquotient (wi32quotient[4:0]), .orest (/*UNCONNECTED*/ ), .odone (/*UNCONNECTED*/ ) ); //END Division counters******************************************************** The fc_arithlogicunit_div when receive the tmds reset will force theiroutputs to zeros: ... ... //Hold division values********************************************************* always @ (posedge itmdsclk or negedge itmdsrstz) begin if (!itmdsrstz) begin oquotient[(QUOTIENTWIDTH-1):0] <= {QUOTIENTWIDTH{1'b0}}; orest[(RESTWIDTH-1):0] <= {RESTWIDTH{1'b0}}; odone <= 1'b0; end else begin if (wdone) begin oquotient[(QUOTIENTWIDTH-1):0] <=regquotient[(QUOTIENTWIDTH-1):0]; orest[(RESTWIDTH-1):0] <=regdividend[(RESTWIDTH-1):0]; end odone <= wdone; end end//end always hold value So, these units that calculate the remaining periods for the insertion of packets will not have incorrect outputs and will make the frame composer operate incorrectly and cause packet queue overflow.	The programming flow should be: 1. Program all the controller registers including the frame composer registers. 2. Assert software resets 3. Write (3 or 4 times) in FC_INVIDCONF the final value (this will make sure that the update pulse for the fc_arithlogicunit_div that will update the fc_arithlogicunit_div units is generated) 4. If frame composer packet queue overflow still occurs, then repeat steps 2 and 3	HDMI: Clarification on HDMI programming procedure to avoid FIFO overflow
Cortex A-9	NXP	IMX6DQ	When the AHB Audio DMA is started, by setting to 1âb1 for the first time the register field AHB_DMA_START.data_buffer_ready, the AHB Audio DMA will request data from the AHB bus to fill its internal AHB DMA FIFO.It is possible that a AHB DMA FIFO read action occurs during the time window between the first sample stored on the AHB DMA FIFO and when the AHB DMA FIFO has stored, at least, the number of configured audio channels in samples. If this happens, the AHB DMA FIFO will reply with samples that are currently on the AHB Audio FIFO and will repeat the last sample after the empty condition is reached.	This procedure assumes that all of the buffers provided to the AHB audio DMA through the AHB_DMA_STRADDR and AHB_DMA_STPADDR registers obey to the rule: (AHB_DMA_STPADDR - AHB_DMA_STRADDR+1) == n x NumberOfChannelEnabled Where n must be an integer. Note that this is only a re-affirmation of a stated usage restriction of AHB audio DMA. The initial ACR packets will contain a null N value but lab tests show that no issues arise from this fact. If for any reason underflow occurs (AHB FIFO empty rises), you must perform the START PROCEDURE. â¢ Initial configuration â Write 8âh00 to ADDR_AUD_N3 â Write 8âh00 to ADDR_AUD_N2 â Write 8âh00 to ADDR_AUD_N1 â Write to ADDR_AUD_CTS3 â Write to ADDR_AUD_CTS3 â Write to ADDR_AUD_CTS2 â Write to ADDR_AUD_CTS1 â¢ START PROCEDURE â Write 8âh00 to ADDR_AUD_N3 â Write 8âh00 to ADDR_AUD_N2 â Write 8âh00 to ADDR_AUD_N1 (starts new DMA operation set the AHB_DMA START bit) â Wait for FIFO full â Program N write to ADDR_AUD_N3 â Write to ADDR_AUD_N2 â Write to ADDR_AUD_N1	HDMI: HDMI AHB Audio DMA stream misalignment on system initialization
Cortex A-9	NXP	IMX6DQ	When an AHB slave performs a read access operation on the register bank, the data is sampled one SFR clock cycle earlier than required, consequently the data returned may be invalid. The AHB Slave read operation returns incorrect data when SRM/revocation memory read accesses through software registers in the address range 0x00125020 - 0x0012671F. Note this issue only affects the registers associated with HDCP functions. Other HDMI functions are not affected.	For reliable read operations, use the ARM core read command twice targeting the same address, discard the first data read value, and use the second read value.	HDMI: 9000482480âARM core read operation returns incorrect data for certain HDCP registers
Cortex A-9	NXP	IMX6DQ	When the I2C module is programmed to operate at the maximum clock speed of 400 kHz (as defined by the I2C spec), the SCL clock low period violates the I2C spec of 1.3 uS min. The user needs to reduce the clock speed to get the SCL low time to meet the 1.3us I2C minimum required. This behavior means the SoC is not compliant to the I2C spec at 400 kHz.	In order to exactly meet the clock low period requirement at fast speed mode, SCL must be configured to 384 KHz or less. The following clock configuration meets the I2C specification requirements for SCL low for i.MX 6 products: â¢ I2C parent clock PERCLK_ROOT = 24 M OSC â¢ perclk_podf = 1 â¢ PERCLK_ROOT = 24M OSC/perclk_podf = 24 MHz â¢ I2C_IFDR = 0x2A â¢ I2C clock frequency = 24 MHz/64 = 375 kHz	ERR007805 I2C: When the I2C clock speed is configured for 400 kHz, the SCL low period violates the I2C specification
Cortex A-9	NXP	IMX6DQ	DDR3, LPDDR2, MIPI_HSI, USB_HSIC, and ENET I/O interfaces are of the DDR I/O type, thus having the option to work in DDR input mode. This mode requires setting the DRAM_VREF to half the I/O voltage. This reference pad is used in all DDR type I/O interfaces. Since all I/O interfaces do not have a common voltage, configuring more than two I/O interfaces to DDR input mode might not work. Conditions: De-assertion of POR_B when the SoC is powered-up.	Configure the DDR_INPUT bit in IOMUXC for MIPI_HSI, USB_HSIC, and ENET to â0,â that is, CMOS input type.	I/O: MIPI_HSI, USB_HSIC, and ENET I/O interfaces should not be configured to Differential input mode
Cortex A-9	NXP	IMX6DQ	The IPU DMA Controller (IDMAC) module has a burst issue when using NI/PI 420/422 formats to perform write operations using Sensor Multi FIFO Controller (SMFC) channels (CH0, CH1, CH2 and CH3). The IDMAC cannot correctly divide the current burst into two bursts when crossing the 4k boundary. When this happens, the image will show some black pixels.	Either - set Y stride line & UV stride to 16 bytes aligned when format is NI/PI 420/422 using SMFC channel or - change the IDMAC burst size of the particular pixel formats from 32 pixels to 16 pixels If the IDMAC bandwidth is enough, there's no impact on the capture performance - it's just a system bandwidth consumption increase due to low payload bursts. But if the IDMAC bandwidth is critical, that is, IDMAC cannot handle 2x number of bursts on time, it will impact on capture performance The capture performance is reduced when the burst size is halved. However this workaround is preferred as the other workaround would be intrusive to software and some existing user space applications would need to be modified.	ERR009623 IPU: IDMAC burst errors when crossing a 4k boundary using NI/PI 420/422 formats [i.MX 6DualPlus/6QuadPlus Only]
Cortex A-9	NXP	IMX6DQ	The MIPI pixel clock driven by CCM cannot be gated. This results in a potential glitch or an unknown clock frequency when the MIPI pixel clock is changed in CCM.	Apply software reset to MIPI in case the aclk_emi_podf or aclk_emi_sel in the CCM are modified.	MIPI: Glitch or unknown clock frequency on MIPI input clock may occur in case the CCM source clock is modified
Cortex A-9	NXP	IMX6DQ	The MIPI CSI2 circuit is enabled by default with all the D-PHY data lanes active and will only disable the lanes that are not required when HS clock is available.	None.	ERR005190 MIPI: CSI2 Data lanes are activated before the HS clock from the CSI Tx side (camera) starts
Cortex A-9	NXP	IMX6DQ	On short packets, the WC[15:0] header field delivers the actual data payload of the packet. However, In long packets, the same field is used to indicate the size of the packetâs payload. Video Mode packet scheduler prevents Generic long packets to be generated with a size higher than 16âhFFEE. This size limit is imposed by the video mode packet scheduler since the maximum line size is 16âhFFFF minus additional security margins. The core is incorrectly filtering the short packets with WC field higher than 16âhFFEE since the size protection is applied without considering that this field now contains data and not packet size. Short packet commands are erroneously transmitted in DSI link with WC field equal to 16âhFFEE when this value is higher than 16âhFFEE.	If a generic short packet with packet data (WC fields) higher that 16âhFFEE is required, the application should disable the video mode transmission and use command mode transmission to issue the command.	MIPI: Corruption of short command packets with Word Count (WC) greater than 16âhFFEE, during video mode transmission by the MIPI Generic Interface
Cortex A-9	NXP	IMX6DQ	The issue appears when a DSI device, which is in reverse mode, sends a long packet with no payload. When receiving this packet, the DSI host controller checks the 16bit CRC field of the packet and incorrectly issues an error.Although there is no apparent reason for a device to send a long packet with no payload, there is no restriction in the DSI specification that forbids this. Also, there is no data loss resulting from this bug, since a long packet with no payload carries no data. The only inconvenience is that a CRC error is asserted in the bit crc_err of the register ERROR_ST1.	To avoid the assertion of the CRC error, disable verification of CRC reception errors in bit en_CRC_rx of the register PCKHDL_CFG. When disabling the CRC verification on the receive path, users should be aware that the CRC verification will be disabled for all reverse packets and not limited just to the long packets with no payload.	ERR005192 MIPI: Reverse direction long packets with no payload incorrectly issue a CRC error for MIPI DSI
Cortex A-9	NXP	IMX6DQ	The bits for setting video mode and command mode are assumed to be static during use and have no synchronization mechanism. These correspond to bit 0 of VID_MODE_CFG (address 0x1C) and bit 0 of register CMD_MODE_CFG register (address 0x24). these bits should only be changed while the digital core is in reset.	Setting PWR_UP register (address 0x04) to 0x00 keeps the controller under reset so that en_video_mode and en_cmd_mode can be changed free of any timing violations resulting from Clock-Domain Crossing. After those changes, PWR_UP can be set to 0x01 again, leading the controller to start working with the new configuration.	MIPI: The bits for setting the MIPI DSI video mode cannot be changed on the fly
Cortex A-9	NXP	IMX6DQ	For an incorrectly programmed configuration that enables the Null Packets and disables the Multiple Packets, the delay calculation is incorrectly done. Calculation of the delay time applied to the synchronization events when the Null Packets are enabled does not consider that the delay should only be applied when Multiple Packets are also enabled. This inaccuracy in the delay time might lead to an eventual overlap of current line with next line transmission resulting in the corruption of the packets.	This problem only occurs when an incorrect configuration is applied to the controller. The problem can be avoided only by activating the Null Packets, if Multiple Packets are also enabled.	ERR005194 MIPI: On MIPI DSI, there is a possible corruption of the video packets caused by overlapping of the current line over the next line, if the configuration is programmed incorrectly when using the DPI interface
Cortex A-9	NXP	IMX6DQ	When the HBP programmed timing is shorter than the time required to transmit the smallest blanking packet (6 bytes long packet), the controller incorrectly sends a blanking packet. This incorrect behavior models the HBP for a longer period than expected while the core should decide not to send any blanking packet. The transmission of blanking packet under these conditions can only be observed in Video Synchronous Mode with pulses.	HSA and HBP should be programmed with values higher than 10 lane byte cycles. The 10 lane byte clock corresponds to the transmission of a Horizontal Sync Start packet (4 bytes) followed by the smallest blanking packet (6 bytes).	MIPI: Incorrect blanking packet may be sent by the MIPI DSI interface
Cortex A-9	NXP	IMX6DQ	Data types from 0x13 to 0x17 are reserved but not considered invalid in the CSI-2 specification. However, the MIPI CSI controller raises an interrupt due to an err_id* being flagged when a packet with one of these data types is received. Data types from 0x13 to 0x17 should be processed without an error notification of this kind.	To avoid the interrupt, err_id* can be masked by setting the bits 12 to 15 of the MASK2 register. Bits 12 to 15 of the ERR2 register also should be ignored when reading. But, this procedure hides the occurrence of an err_id* error caused by the reception of other unidentified or unimplemented data type.	ERR005196 MIPI: Error Interrupt generated by the MIPI CSI interface for certain legal packet types
Cortex A-9	NXP	IMX6DQ	The data sent through Null or Blanking data packets do not activate âdvalidâ signal. CSI-2 Host controller implementation currently activates âdvalidâ for payload of any kind of long packet. The IP should match what is described in the databook and âdvalidâ should not be activated by Null and Blanking data.	The âdvalidâ signal can be filtered by configuring the following IPU data type registers: â¢ IPU_CSI0_DI__CSI0_MIPI_DI1 â¢ IPU_CSI0_DI__CSI0_MIPI_DI2 â¢ IPU_CSI0_DI__CSI0_MIPI_DI3	MIPI: Null and Blanking data packets activate âdvalidâ signal
Cortex A-9	NXP	IMX6DQ	CRC errors can occur in the MIPI CSI-2 4-lane configuration. These errors occur during an inactive phase of the bus. When using the 4-lane configuration with long data packet video, an internal counter indicating the number of received payload data continues counting even after the long data packet ends until the next packet comes in. This will cause a count overflow producing a CRC error for the last received packet. The CRC error only occurs when all of the following conditions are met: 1) MIPI CSI-2 is configured to use 4 data lanes. 2) Vertical blanking before the frame end (FE) is >=0x40000/CSI_CLK0 period. 3) No line start and line end short packets occur during the frame. The functionality of the receive data is not impacted; only the CRC is in error.	Implement any of the following: 1) Adjust the CSI transmit output timing to make sure the vertical blanking before the frame (FE) is <0x40000/CSI_CLK0 period. 2) Make sure each line has both a line start (LS) and line end (LE). 3) Ignore the CRC error if you confirm the CRC error is due to the operating conditions described above in the Description.	ERR009704 MIPI: CSI-2: CRC error produced in 4-lane configuration
Cortex A-9	NXP	IMX6DQ	MLB Multi frame per sub-buffer mode is not supported.	Do not use Multi frame per sub-buffer mode. The user should set the MFE bit to â0â in the Channel Allocation Table (CAT) in order to avoid this issue.	MLB: Multi frame per sub-buffer mode is not supported
Cortex A-9	NXP	IMX6DQ	The measure unit counts cycles of an internal ring oscillator. The measure unit readout is used to fine tune the delay lines for temperature/voltage changes for both DDR3 and LPDDR2 interfaces. When operating at low frequencies (below 100 MHz), the measure unit counter might overflow due to an issue in the overflow protection logic. As a result, an incorrect measure value will be read.	To workaround this issue, following steps should be performed by software: 1. Prior to reducing the DDR frequency (528 MHz), read the measure unit count bits (MU_UNIT_DEL_NUM). 2. Bypass the automatic measure unit when below 100 MHz, by setting the measure unit bypass enable bit (MU_BYP_EN). 3. Double the measure unit count value read in step 1 and program it in the measure unit bypass bit (MU_BYP_VAL) of the MMDC PHY Measure Unit Register, for the reduced frequency operation below 100 MHz. Software should re-enable the measure unit when operating at the higher frequencies, by clearing the measure unit bypass enable bit (MU_BYP_EN). This code should be executed out of Internal RAM or a non-DDR based external memory.	ERR005778 MMDC: DDR Controllerâs measure unit may return an incorrect value when operating below 100 MHz
Cortex A-9	NXP	IMX6DQ	The ARCR_GUARD bits of MMDC Core AXI Re-ordering Control register (MMDC_MAARCR) are used to ensure better DDR utilization while preventing starvation of lower priority transactions. After reordering is performed on previous read/write DDR transactions, the specific outstanding transaction will first obtain the maximum score in âdynamic score mode" and then wait for additional ARCR_GUARD count before achieving the highest priority. Due to a design issue, the ARCR_GUARD counter doesn't count up to the pre-defined value in the ARCR_GUARD bit field as expected. Therefore, the aging scheme optimizes the transaction reordering only up to the default aging level (15) and assigns a highest priority tag to the outstanding transaction.	Software should always program the ARCR_GUARD bits as 4'b0000. That means the accesses which have gained the maximum dynamic score will always become the highest priority after achieving the default highest aging level (15).	MMDC: ARCR_GUARD bits of MMDC Core AXI Re-ordering Control register (MMDC_MAARCR) doesn't behave as expected
Cortex A-9	NXP	IMX6DQ	When disabling the Dynamic Q Depth Adjustment, DBI reads to the Segmented Buffer Depth Port Logic registers return all zeros versus returning the hardwired default value. Internally the DBI read access clears these registers, overwriting the default value with all zeros. Clearing these registers results in all zeros being returned for subsequent PCIe Cfg reads. Following is an example scenario for this erratum: 1. Issue a PCIe Cfg read to any Port Logic Segmented Buffer Depth register. The read data value returned to the requester is the hardwired default value. 2. Issue a DBI read to same Port Logic Segmented Buffer Depth register. The read data value returned to the requester is all zeros. 3. Issue a PCIe Cfg read to same Port Logic Segmented Buffer Depth register. The read data value returned to the requester is all zeros.	None	ERR003747 PCIe: 9000436491âReading the Segmented Buffer Depth Port Logic registers returns all zeros
Cortex A-9	NXP	IMX6DQ	Root ports which have address bus widths < 64 drop inbound memory requests, when the address of the request is greater than the implemented address bus width. This feature is to prevent address aliasing when requests with addresses above 4 GB are received. When this feature is used in conjunction with address translation (iATU or xATU), inbound memory TLPs that violate this address check rule are dropped but no error is reported. Conditions: Issue an inbound memory TLP that has an address larger than the AMBA or RTRGT1 address bus width.	None	PCIe: 9000427578âRoot ports with address translation drop inbound requests, without reporting an error
Cortex A-9	NXP	IMX6DQ	Each Interrupt Status Register contains 32-bit status bits, allowing for the status of 32 individual interrupt vectors to be reported. The status bits are RW1C bits and are set when an MSI Interrupt vector is received, and are cleared by software writing a 1 to the bit. The setting of a status bit takes precedence over the clearing of a status bit. The precedence given to setting of the status bits resulted in the setting of a single status bit in the register, preventing any other status bits from being cleared at the same time. As a result, if an MSI interrupt is being logged in a status bit, and during the same clock cycle, software also attempts to clear another status bit in the same Status Register, then the status bit corresponding to the MSI interrupt is set but the status bit being written by software is not cleared and remains set. As a result, even though software has written a 1 to the status bit, the status bits remains set, reporting that an MSI interrupt has been received, even though software has serviced the Interrupt Request. This issue only occurs if the setting of a status bit and the clearing of another status bit within the same Interrupt Status Register happens during the same clock cycle.	Read and clear status bit until it is read as cleared.	ERR003749 PCIe: 9000426180âMSI Interrupt Controller Status Register bit not cleared after being written by software
Cortex A-9	NXP	IMX6DQ	When multiple PM_PME TLPs are received by an RC, the PME Requester ID of the first received PM_PME is overwritten with the Requester ID of the subsequent PM_PME in the PME Requester ID field of the Root Status register. The correct operation is to store the Requester ID of the initial PM_PME and only update the PME Requester ID field, once software has cleared the PME Status bit to acknowledge the receipt of the initial PM_PME TLP. Following is an example scenario for this erratum: 1. Send two PM_PME TLPs with different Requester IDs upstream to the core. 2. Read back the contents of the Root Status Register. The PME Status and PME Pending bits should both be set to 1. The Requester ID in the PME Requester ID field corresponds to the second PM_PME and not the initial PM_PME received by the core.	If multiple devices requested a power mode state change, possibly some of them would not get served if the requester ID is overwritten. However, according to Section 5.3.3.3 of PCIe Specification, all agents that are capable of generating PM_PME must implement a PME Service Timeout mechanism to ensure that their PME requests are serviced within a reasonable amount of time. If there is a time-out, the PM_PME TLP should be re-sent. So, this should not be an issue.	PCIe: 9000413207âPME Requester ID overwritten when two PMEs are received consecutively
Cortex A-9	NXP	IMX6DQ	The completion timeout mechanism defined in Section 2.8 of PCIe Base Specification version 2.1 describes a method to allow a requester to recover from a scenario where it does not receive all completions to a non-posted request. In the AXI or AHB bridge module, this triggers an error response to the original request on the slave interface. There is a separate completion timeout interface that passes information about the request that has been timed out from the PCIe Core to the AXI or AHB Bridge. The Bridge cannot process valid completions and completion timeouts in parallel and so, if a completion timeout is received at the same time as a valid completion is passed into the bridge, it must be stored and processed later. There is only a single storage element available for a completion timeout in the bridge. If a second completion timeout is passed into the bridge before it processes the first, the second timeout will overwrite the first completion timeout in the storage element. This results in the information associated with the first timeout being lost and no response is returned on the AHB or AXI slave interface for the original request. Following is an example scenario for this erratum: 1. Issue a continuous stream of outbound MemRd requests targeting the AXI or AHB Slave interface. 2. Correctly return completions back to back for all but two of these requests. 3. Wait for the timeout mechanism to trigger for the two requests that do not receive completions.	None	ERR003753 PCIe: 9000405932âAXI/AHB Bridge Slave does not return a response to an outbound non-posted request
Cortex A-9	NXP	IMX6DQ	The AHB/AXI Bridge RAM is sized at configuration time to support inbound read requests with a maximum size of CX_REMOTE_RD_REQ_SIZE. When this limit is violated the core responds with UR status, when it should respond with CA status.	None.	PCIe: 9000403702âAHB/AXI Bridge Master responds with UR status instead of CA status for inbound MRd requesting greater than CX_REMOTE_RD_REQ_SIZE
Cortex A-9	NXP	IMX6DQ	The PCI Express AER Capability register âUncorrectable Error Severityâ (at offset 0x0C) has the wrong default value for the âUncorrectable Internal Errorâ bit. It should be 1âb1. Uncorrectable Internal Error is an optional feature that the PCI Express block does not support, but it must default to 1âb1 anyway.	None.	ERR003755 PCIe: 9000402443âUncorrectable Internal Error Severity register bit has incorrect default value
Cortex A-9	NXP	IMX6DQ	The PCI Express Specification is unclear regarding the transmission of Idle Symbols when a directed state transition occurs in the Recovery.Idle state. This can sometimes result in temporary loss of synchronization between link partners when transitioning from L0 to Detect, through the Disabled, Hot Reset, Configuration, or Loopback states. Section 4.2.6.4.4 of the PCI Express Specification states that Recovery.Idle Transmitter sends Idle data on all configured Lanes. Note: If directed to other states, Idle Symbols do not have to be sent before transitioning to the other states (that is, Disable, Hot Reset, Configuration, or Loopback). The PCI Express block chooses to send Idle symbols, as the specification does not prohibit the sending of Idle symbols.	None.	PCIe: 9000387484âLTSSM: Software-initiated transitions to Disabled, Hot Reset, Configuration, or Loopback states sometimes take longer than expected
