implication	software using the corrected error count may not function correctly. a cmci (corrected machine check error interrupt) may not be generated when the error threshold programmed in ia32_cr_mc[19:12]_ctl2.error_threshold (bits [14:0]) would otherwise be expected to be met.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	the processor incorrectly transitions from the pcie* recovery.rcvrlock ltssm state to the configuration.linkwidth.start ltssm state										
problem	when a pcie link is operating at 2.5 gt/s and the processor's ltssm (link training and status state machine) is in recovery.rcvrlock state, the processor expects to receive ts1 ordered sets within 24 ms. if it does not receive the ts1s in the allotted time, the ltssm should transition to the detect state. due to this erratum, if the processor does not receive ts1s within 24 ms, it will transition to configuration.linkwidth.start. in that state, if it receives no ts1s, it will transition to detect. if it receives ts1s, it will configure the link appropriately and return to l0.										
implication	the  state  transition  sequence  from  the  recovery.rcvrlock  ltssm  state  to  the configuration.linkwidth.start ltssm state is in violation of the pcie specification. intel has not observed any functional failures due to this erratum with any commercially available pcie devices.										
workaround	none identified.										
											
title	writes to b2bspad[15:0] registers may transfer corrupt data between ntb connected systems										
problem	writes to the ntb (non-transparent bridge) b2bspad[15 sb01base; offsets 100h - 13fh) may result in corrupted data transfer between systems.										
implication	using b2bspad[15 pb23base (device 3; function 0; offset 18h) and pbar2xlat (offset 10h) from pb01base or sb01base regions; pb45base (device 3; function 0; offset 20h) and pbar4xlat(offset 18h) from pb01base, or sb01base regions;										
workaround	it is possible for the bios to contain processor configuration data and code changes as a workaround for this erratum.										
											
title	ntb operating in ntb/rp mode with msi/msi-x interrupts may cause system hang										
problem	the ntb (non-transparent bridge) operating in ntb/rp (ntb to root port mode) using message signaled interrupts (msi or msi-x) in the presence of locks may result in a system hang.										
implication	due to this erratum, system may hang under the condition described above.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum.										
											
title	xsaveopt may fail to save some state after transitions into or out of stm										
problem	the xsaveopt instruction may optimize performance by not saving state that has not been modified since the last execution of xrstor. this optimization should occur only if the executions of xsaveopt and xrstor are either both or neither in smm (system- management mode). due to this erratum, this optimization may be performed by the first execution of xsaveopt after a transition into or out of the stm (smm-transfer monitor) if the most recent execution of xrstor occurred before that transition. for transitions into the stm, the erratum applies only to transitions using the vmcall instruction. this erratum can occur only if the two executions are at the same privilege level, use the same linear address, and are either both or neither in vmx non-root operation. the erratum does not apply if software in smm never uses xrstor or xsaveopt.										
implication	this erratum may lead to unpredictable system behavior.										
workaround	stm software should execute the xrstor instruction with the value 0 in edx										
											
title	rank sparing may cause an extended system stall										
problem	the integrated memory controller sequencing during a rank sparing copy operation blocks all writes to the memory region associated with the rank being taken out of service. due to this erratum, this block can result in a system stall that persists until the sparing copy operation completes.										
implication	the system can stall at unpredictable times which may be observed as one time instance of system unavailability.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum.										
											
title	system hang may occur when memory sparing is enabled										
problem	due to this erratum, enabling memory sparing can result in an internal timer error as indicated by the ia32_mci_status.mcacod of 0000_0100_0000_0000.										
implication	enabling memory sparing may result in a system may hang.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	enabling opportunistic self-refresh and pkg c2 state can severely degrade pcie* bandwidth										
problem	due to this erratum, enabling opportunistic self-refresh can lead to the memory controller over-aggressively transitioning dram to self-refresh mode when the processor is in pkg c2 state.										
implication	the pcie interface peak bandwidth can be degraded by as much as 90%.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum.										
											
title	mirrored memory writes may lead to system failures										
problem	in mirrored memory mode, each channel manages its memory write bandwidth resources. due to this erratum, if a channel in mirrored memory mode is heavily utilized, it is possible for issued writes to exceed available bandwidth resulting in write failures.										
implication	a system hang or unpredictable system behavior may occur.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum.										
											
title	end agent pcie packet errors may result in a system hang										
problem	pcie agents are required by the pcie base specification to identify and report packet errors. due to this erratum, certain invalid completion types from the end agent are not correctly handled by the processor.										
implication	if a pcie end agent issues certain invalid completion types, the system may hang.										
workaround	none identified.										
											
title	retraining cannot be initiated by downstream devices in ntb/ntb or ntb/rp configurations										
problem	the pcie base specification requires that a downstream device can initiate link retraining. due to this erratum, link retraining cannot be initiated by the downstream device in a ntb/ntb (non-transparent bridge) or a ntb/rp (root port) configuration.										
implication	the retrain_link field (lnkcon device 3; function 0; offset 1a0h; bit [5]) does not function as expected in the identified configurations; software referencing the downstream device is not able to retrain the link.										
workaround	the link speed and training must be managed by the upstream host in ntb/ntb or ntb/rp configurations.										
											
title	pcie port in ntb mode flags upstream slot power limit message as ur										
problem	when the processor is in ntb (non-transparent bridge) mode, it should ignore upstream slot power limit messages from the root port it is connected to. due to this erratum, the processor generates ur (unsupported request) on these slot power limit messages when in ntb mode.										
implication	due to this erratum, some messages will be improperly flagged with ur.										
workaround	upstream slot power limit message should be disabled in the identified configurations.										
											
title	spurious smis may occur due to memhot# assertion										
problem	the imc (integrated memory controller) can be programmed to generate an smi (system management interrupt) on an internal memhot# event assertion through the mhot_smi_en field (mh_maincntl bus										
implication	due to this erratum, excessive smi generation may occur.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum.										
											
title	pcie link bandwidth notification capability is incorrect										
problem	a value of 1 in the link_bandwidth_notification_capability field (lkncap bit 21) for a pcie device indicates support for the link bandwidth notification status and interrupt mechanisms. due to this erratum, this field for ports 2c, 2d, 3c and 3d (lkncap bus 0; device 2,3; function 2,3; offset 09ch; bit 21) always reads as 0 when it should read as 1.										
implication	software that reads this field for the listed ports will incorrectly conclude that the link bandwidth notification status and interrupt mechanisms are not available.										
workaround	software should ignore the value of the link_bandwidth_notification_capability field for ports 2c, 2d, 3c, and 3d.										
											
title	uncorrectable intel qpi errors may cause the system to power down										
problem	due to this erratum, under a complex set of conditions, intel qpi uncorrectable errors may cause a deadlock between the processor and pch (platform controller hub). the deadlock will cause a processor internal timeout error as indicated by ia32_mci_status.mcacod of 0000_0100_0000_0000, caterr# assertion and a shutdown transaction being sent to the pch. depending on the platform implementation, this will result in reset being asserted to the pch. this deadlock persists, causing the pch to timeout on the reset request. reacting to the reset request timeout, the pch powers down the system.										
implication	the system will be powered down and the ia32_mci_status register contents will be lost. the system may need to be manually powered back on. intel has not observed this erratum in the absence of injected uncorrectable intel qpi errors.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum. this is a partial workaround that causes the system to power cycle, eliminating the need for manual power on. the ia32_mci_status register contents are still lost.										
											
title	four outstanding pcie configuration retries may cause deadlock										
problem	pcie configuration retries are allowed for older generation pci/pci-x bridges that take a long time to respond to configuration cycles after a reset. due to this erratum, a fifth configuration  cycle  following  the  fourth  pcie  configuration  retry  may  not  make progress, resulting in a deadlock.										
implication	a deadlock could occur. intel has not observed this erratum with any commercially available system.										
workaround	when configuring devices on pci/pci-x buses, bios should wait for configuration cycles to complete before issuing subsequent configuration cycles.										
											
title	a peci rdpciconfiglocal command referencing a non-existent device may return an unexpected value										
problem	configuration reads to non-existent pci configuration registers should return 0ffff_ffffh. due to this erratum, when the peci rdpciconfiglocal command references a non-existent pci configuration register, the value 0000_0000h may be returned instead of the expected 0ffff_ffffh.										
implication	a peci rdpciconfiglocal command referencing a non-existent device may observe a return value of 0000_0000h. software expecting a return value of 0ffff_ffffh to identify non-existent devices may not work as expected.										
workaround	software that performs enumeration via the peci "rdpciconfiglocal" command should interpret 0ffff_ffffh and 0000_0000h values for the vendor identification and device identification register as indicating a non-existent device.										
											
title	when in dmi mode, port 0's device_port_type field is incorrect										
problem	when in dmi mode, the device_port_type field (pxpcap bus 0; device 0; function 0; offset 92h; bits [7:4]) should read as 9h (dmi mode) but incorrectly reads as 4h (pcie* mode).										
implication	software may incorrectly conclude that this port is operating in pcie mode when it is actually being used in the dmi mode.										
workaround	none identified.										
											
title	pcie tph attributes may result in unpredictable system behavior										
problem	tph (transactions processing hints) are optional aids to optimize internal processing of pcie transactions. due to this erratum, certain transactions with tph attributes may be misdirected, resulting in unpredictable system behavior.										
implication	use of the tph feature may affect system stability.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum.										
											
title	continuous intel qpi retraining feature indication is incorrect										
problem	the processor is capable of continuous intel qpi retraining. due to this erratum, the field reporting support for this feature “continuous retraining” (qpireut_ph_cpr bus 1; device 8,9; function 3; offset 128h; bit 18) indicates this feature is not supported although it is enabled and cannot be disabled.										
implication	due to this erratum, it is not possible to disable the continuous intel qpi retraining feature.										
workaround	none identified.										
											
title	correctable memory errors may result in unpredictable system behavior										
problem	under certain conditions, the processor may not detect or correct a correctable memory error.										
implication	when this erratum occurs, it may result in unpredictable system behavior.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum.										
											
title	intel® quickdata technology dma lock quiescent flow causes dma state machine to hang										
problem	the lock quiescent flow is a means for an agent to gain sole ownership of another agent's resources by preventing other devices from sending transactions. due to this erratum, during the lock quiescent flow, the intel quickdata technology dma read and write queues are throttled simultaneously. this prevents subsequent read completions from draining into the write queue, hanging the dma lock state machine.										
implication	the dma lock state machine may hang during a lock quiescent flow.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum.										
											
title	malformed tlp power management messages may be dropped										
problem	the pcie base specification requires power management messages to use the default traffic class designator, tc0, and receivers to check for violations of this rule. due to this erratum, a tlp using a non-default traffic class designator will be dropped, rather than handled as a malformed tlp.										
implication	an advanced error reporting err_fatal notification will not be logged for malformed tlp power management messages.										
workaround	none identified										
											
title	core frequencies at or below the dram ddr frequency may result in unpredictable system behavior										
problem	the intel speedstep® technology can dynamically adjust the core operating frequency to as low as 1200 mhz. due to this erratum, under complex conditions and when the cores are operating at or below the dram ddr frequency, unpredictable system behavior may result.										
implication	systems using intel speedstep technology with ddr3-1333 or ddr3-1600 memory devices are subject to unpredictable system behavior.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	quad rank dimms may not be properly refreshed during ibt_off mode										
problem	the integrated memory controller incorporates a power savings mode known as ibt_off (input buffer termination disabled). due to this erratum, quad rank dimms may not be properly refreshed during ibt_off mode.										
implication	use of ibt_off mode with quad rank dimms may result in unpredictable system behavior.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum.										
											
title	intel® quickdata technology dma non-page-aligned next source/ destination addresses may result in unpredictable system behavior										
problem	non-page aligned intel® quickdata technology dma next source/destination addresses may cause memory read-write collisions.										
implication	due to this erratum, using non-page aligned next source/destination addresses may result in unpredictable system behavior.										
workaround	next source/destination addresses must be page aligned. the intel-provided intel quickdata technology dma driver abides by this alignment rule.										
											
title	spurious crc errors may be detected on intel qpi links										
problem	the processor autonomously manages intel qpi (quickpath interconnect) link power state transitions based on link idle intervals. due to this erratum, crc errors may be detected  during  intel  qpi  link  power  state  transitions  and  may  be  logged  in qpireut_err_ced (bus 1; device 8,9; function 3; offset 120h).										
implication	spurious intel qpi link crc errors may be reported.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum.										
											
title	peci temperature lower limit may be as high as 7°c										
problem	peci reports temperatures as an offset from the prochot threshold (a negative value when the temperature is below the prochot threshold, zero when at or above that threshold).  if  the  temperature  is  below  0°c,  peci  responds  with  an  “invalid temperature” encoding (8002h). due to this erratum, peci may indicate an invalid temperature when the actual temperature is as high as 7°c.										
implication	an invalid temperature report from peci indicates the actual temperature is 7°c or lower. platform facilities depending peci to provide accurate temperature readings between 0°c and 7°c may not function correctly.										
workaround	none identified.										
											
title	the dram power meter may not be accurate										
problem	the dram power meter uses vr (voltage regulator) current readings in combination with weighted activity counters to provide a running estimate of dram subsystem power. due to this erratum, the dram power meter may not be sufficiently accurate for system power management purposes.										
implication	the dram power meter cannot be relied upon to provide accurate dram subsystem power measurements. reduced or variable system performance may be a side effect.										
workaround	it is possible for bios to contain a workaround for this erratum.										
											
title	a machine check exception due to instruction fetch may be delivered before an instruction breakpoint										
problem	debug exceptions due to instruction breakpoints take priority over exceptions resulting from fetching an instruction. due to this erratum, a machine check exception resulting from the fetch of an instruction may take priority over an instruction breakpoint if the instruction crosses a 32-byte boundary and the second part of the instruction is in a 32-byte poisoned instruction fetch block.										
implication	instruction breakpoints may not operate as expected in the presence of a poisoned instruction fetch block.										
workaround	none identified.										
											
title	enhanced intel speedstep® technology may cause a system hang										
problem	enhanced intel speedstep® technology dynamically changes core operating frequencies. due to this erratum, under complex conditions, core frequency changes may result in a system hang.										
implication	enhanced intel speedstep technology may cause a system hang.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	prochot may be incorrectly asserted at reset										
problem	the prochot signal is used to indicate elevated processor temperatures during normal operation and is used for frb (fault resilient boot) actions during the reset sequence. due to this erratum, the elevated temperature indication usage of prochot can persist into reset and subsequently can cause improper frb actions.										
implication	elevated die temperatures at reset time may impair platform operation.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	package c3-state and package c6-state residency is too low										
problem	the intel qpi link must transition to its l1 power state for the processor to enter package c3-state or package c6-state. due to this erratum, the intel qpi link does not transition to l1 as intended, restricting the processor from reaching package c3-state or package c6-state.										
implication	the increased idle state power consumption caused by reduced package c3-state and package c6-state residency may exceed the processor idle power specification for multi-socket platforms.										
workaround	it is possible for bios to contain a workaround for this erratum.										
											
title	dram pbm overflow may result in a system hang not return an error flag.										
problem	the dram pbm (power budget meter) manages dram power consumption. due to this erratum, under complex platform conditions, the dram pbm may throttle the memory subsystem to such a great extent that a system hang results.										
implication	the dram pbm may cause platform instability.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	combining rol transactions with non-rol transactions or marker skipping operations may result in a system hang										
problem	when intel® quick data technology dma rol (raid on load) transactions and non- rol transactions are simultaneously active, and the non-rol address offsets are not cacheline boundary aligned, the non-rol transaction's last partial cacheline data write may be lost leading to a system hang. in addition, when intel quickdata dma rol transactions are active, marker skipping operations may lead to a system hang.										
implication	when this erratum occurs, the processor may live lock resulting in a system hang.										
workaround	none identified. when rol transactions and non-rol transactions are simultaneously active, all non-rol address offsets must be aligned on cacheline boundaries. further, marker  skipping  operations  may  not  be  used  on  any  dma  channel  when  rol transactions are active.										
											
title	error indication in pcie lane error status incorrectly set when operating at 8 gt/s										
problem	the lane error status field in bits[15 258h; and device 2,3; function 0,1,2,3; offset 258h) is used to monitor errors on the pcie lanes. due to this erratum, the lnerrsts bits associated with the lanes operating at 8 gt/s port are spuriously set.										
implication	lnerrsts cannot be used to reliably monitor errors on the pcie lanes operating at 8 gt/s.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum.										
											
title	pcie* link may not train to full width										
problem	during pcie link training, the receiver looks at symbols in the ts1 and ts2 ordered sets as indicators of lane polarity inversion. if polarity inversion is detected, the receiver must invert those lane(s). due to this erratum, the receiver may incorrectly set polarity inversion.										
implication	pcie links may not train to full width.										
workaround	none identified. perform a secondary bus reset on the link up to three times to achieve full width.										
											
title	patrol scrubbing doesn't skip ranks disabled after ddr training										
problem	if a rank is detected as failed after completing ddr training then bios will mark it as disabled. disabled ranks are omitted from the os memory map. due to this erratum, a rank disabled after ddr training completes is not skipped by the patrol scrubber. patrol scrubbing of the disabled ranks may result in superfluous correctable and uncorrectable memory error reports.										
implication	disabling ranks after ddr training may result in the over-reporting of memory errors.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum.										
											
title	simultaneously enabling patrol scrubbing, package c-states, and rank sparing may cause the patrol scrubber to hang										
problem	patrol scrubbing is a ras facility that scans all physical memory (including any spare ranks) to find errors and attempts to fix single bit errors. patrol scrubbing is suspended when the processor enters a deep package c-state then resumed when that package c- state is exited. due to this erratum, under complex conditions, resuming patrol scrubbing from a package c-state after a rank sparing event may cause the patrol scrubber to hang.										
implication	enabling package c-states, rank sparing, and patrol scrubbing simultaneously can lead to a patrol scrubber hang.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum.										
											
title	patrol scrubbing will report uncorrectable memory errors found on a spare rank										
problem	due to this erratum, patrol scrubbing signals an uncorrectable machine check event when it encounters an uncorrectable error while scrubbing a spare rank. the error logged in ia32_mc{8-11}_status (msr 421h, 425h, 429h, 42dh) will have the pcc field (bit 57) set to '1' and the addrv field (bit 58) set to '0' (that is, there is no address information associated with the error report).										
implication	an uncorrectable machine check event may occur for physical memory that is not in use at the time of the event.										
workaround	none identified.										
											
title	directory mode and memory mirroring are incompatible with demand scrubbing or mirror scrubbing										
problem	directory mode is a performance feature used on four socket and scalable platforms to reduce average snoop latency. mirror scrubbing attempts to erase uncorrectable errors found in one mirror channel by overwriting them with the correct data from the other channel. due to this erratum, enabling memory mirroring and directory mode with demand  scrubbing  and/or  mirror  scrubbing  can  result  in  unpredictable  system behavior. patrol scrubbing with memory mirroring enabled and directory mode enabled is not affected by this erratum.										
implication	enabling memory mirroring and directory mode with demand scrubbing and/or mirror scrubbing can lead to unpredictable system behavior.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum.										
											
title	spurious power limit interrupt may occur at package c-state exit										
problem	the processor monitors power consumption and uses that information to limit core operating frequency. due to this erratum, power consumption may be improperly calculated by the processor during package c-states. as a result, the processor may incorrectly signal a power limit interrupt.										
implication	in response to a power limit interrupt, the os may choose to operate the processor at its minimum frequency for several milliseconds after the package c-state exit.										
workaround	none identified. the os can mask these interrupts by setting the power limit interrupt enable field (bit 24) in the ia32_therm_interrupt msr (19bh) to 0.										
											
title	intel vt-d translation fault may be dropped										
problem	due to this erratum, under complex conditions, an intel vt-d translation request that results in a dma remapping fault (more commonly called “translation fault”) may be lost.										
implication	an intel vt-d translation fault might not be properly reported.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum										
											
title	the accumulated energy status read service may report a power spike early in boot										
problem	the peci rdpkgconfig() command with an index value of 03h is the accumulated energy status read service. during platform boot, the accumulated energy status read service returns an accumulated energy value of 0. later in the boot flow, due to this erratum, the accumulated energy status read service returns a value that is large. energy values calculated with the first non-zero sample have been observed to be as high as 10kj over a limited number of parts.										
implication	software may interpret values returned by the accumulated energy status read service during boot time as indicating a large power spike. this could lead to unexpected or undesired platform power management actions.										
workaround	once  the  first  non-zero  value  is  detected,  the  difference  between  subsequent sequential values is a reliable measure of energy consumed between the sample points.										
											
title	certain uncorrectable errors may cause loss of peci functionality										
problem	a peci completion code of 91h indicates the pcu (power control unit) detected an uncorrectable error that prevented processing of the peci request. due to this erratum, certain pcu or vrm error conditions may lead to a persistent 91h completion code for subsequent peci request. uncorrectable pcu errors are reported with an ia32_mc4_status.mcacod (msr 411h, bits[15:0]) value of 0000_0100_0000_0010, ia32_mc4_status.valid (bit 63) set to 1, and ia32_mc4_status.uc (bit 61) set to 1.										
implication	peci processing may be blocked until either a cold reset or software running on one of the cores clears the ia32_mc4_status register.										
workaround	none identified. software running on one of the cores can clear the ia32_mc4_status register to restore peci functionality.										
											
title	machine check during vm exit may result in vmx abort										
problem	a machine check signaled during vm exit should cause a vmx abort only if the machine check would prevent successful completion of the vm exit; ordinarily, the machine check should be delivered after the vm exit completes. due to this erratum, certain machine checks (for example, an uncorrectable cache error detected by another logical processor) may force a vm exit to result in a vmx abort even when that machine check does not interfere with the vm exit completing correctly.										
implication	certain machine checks that could be reported in the host context for orderly logging and analysis may instead induce a vmx abort and shut down the logical processor.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	routing intel® high definition audio traffic through vc1 may result in system hang										
problem	when bit 9 in the iiomiscctrl csr (bus 0; device 5; function 0; offset 1c0h) is set, vcp inbound traffic (intel® hd audio) is routed through vc1 to optimize isochronous traffic performance. due to this erratum, vc1 may not have sufficient bandwidth for all traffic routed through it; overflows may occur.										
implication	this erratum can result in lost completions that may cause a system hang.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum.										
											
title	intel® quickdata technology dma suspend does not transition from armed to halt state										
problem	suspending an intel quickdata technology dma channel while in the armed state should transition the channel to the halt state. due to this erratum, suspending a dma channel while in the armed state does not change the state to halt and will cause the dma engine, when subsequently activated, to ignore the first descriptor's fence control bit and may cause the dma engine to prematurely discard the first descriptor during the copy stage.										
implication	suspending a dma channel while in the armed state will cause the dma engine to ignore descriptor fencing, possibly issue completion status without actually completing all descriptors, and may be subject to unexpected activation of dma transfers.										
workaround	check the dma_trans_state (chansts_0; bus 0; mmio bar 88h; bits[2:0]) to ensure the channel state is either idle (001b) or active (000b) before setting susp_dma (chancmd; bus 0; mmio bar: cb_bar [0:7]; offset 84h; bit 2).										
											
title	package_energy_counter register may incorrectly report power consumed by the execution of intel® advanced vector extensions (intel® avx) instructions										
problem	the processor includes a package_energy_counter register to provide real-time energy consumption information. this facility can be accessed by the peci rdpkgconfig() command with an index value of 03h (the accumulated energy status read service), by reading the pkg_energy_status msr (611h) or by reading package_energy_status csr (bus 1; device 10; function 0; offset 90h). due to this erratum, the power consumption reported during the execution of intel® advanced vector extensions (intel® avx) instructions is inaccurate.										
implication	software that uses the package_energy_counter register value during the execution of intel avx instructions may not behave as expected, possibly compromising thermal load balancing, processor throttling, or other platform management operations.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	suspending/resetting a dma xor channel may cause an incorrect data transfer on other active channels										
problem	suspending an active dma xor channel by setting chancmd.suspend dma bit (offset 84; bit 2) while xor type dma channels are active may cause incorrect data transfer on the other active legacy channels. this erratum may also occur while resetting an active dma xor channel chancmd.reset dma bit (offset 84; bit 5). chancmd is in the region described by cb_bar (bus 0; device 4; function 0-7; offset 10h).										
implication	due to this erratum, an incorrect data transfer may occur on the active legacy dma channels.										
workaround	software must suspend all legacy dma channels before suspending an active dma xor channel (channel 0 or 1).										
											
title	intel® qpi l0s exit may cause an uncorrectable machine check										
problem	intel qpi links can transition to a lower power state, l0s, to reduce power consumption during transmitter idle periods. due to this erratum, when an intel qpi link exits l0s state, the resulting retraining may not be successful.										
implication	due to this erratum, an uncorrectable error signaled with ia32_mci_status.mcacod value of 0000_1110_0000_1111 and ia32_mci_status.mscod[5:0] value of 00_0000 may occur when an intel qpi link exits from l0s state.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum.										
											
title	coherent interface write cache may report false correctable ecc errors during cold reset										
problem	the integrated i/o's coherent interface write cache includes ecc logic to detect errors. due to this erratum, the write cache can report false ecc errors. this error is signaled by asserting bit 1 (write cache corrected ecc) in the irpp0errst csr (bus 0; device 5; function 2; offset 230h) or the irpp1errst csr (bus 0; device 5; function 2; offset 2b0h).										
implication	if the coherent interface write cache ecc is enabled, the processor may incorrectly indicate correctable ecc errors in the write cache.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum.										
											
title	intel quickdata technology continues to issue requests after detecting 64-bit addressing errors										
problem	intel quickdata technology utilizes the lower 48 address bits of a 64-bit address field. detection of accesses to source address, destination address, descriptor address, chain address, or completion address outside of this 48-bit range are flagged as “64-bit addressing errors” and should halt dma processing. due to this erratum, the intel quickdata dma continues to issue requests after detecting certain 64-bit addressing errors involving raid operations. the failing condition occurs for 64-bit addressing errors in either a channel completion upper address register (chancmp_0, chancmp_1) (bus 0; mmio bar cb_bar [0:7]; offset 98h, 9ch), or in the source or destination addresses of a raid descriptor.										
implication	programming out of range dma address values may result in unpredictable system behavior.										
workaround	ensure all raid descriptors, chancmp_0, and chancmp_1 addresses are within the 48-bit range before starting the dma engine.										
											
title	pcie* ro may result in a system hang or unpredictable system behavior										
problem	pcie ro (relaxed ordering) is not supported on this processor. due to this erratum, enabling ro or, equivalently, not disabling ro throughout the integrated i/o logic may lead to unpredictable system behavior or a system hang.										
implication	enabling ro for any port or channel may lead to system instability.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum.										
											
title	intel vt-d invalidation time-out error may not be signaled										
problem	intel vt-d (intel virtualization technology for directed i/o) utilizes itags to identify ats (address translation services) invalidation requests for invalidating device-tlbs on endpoint devices. when an ats invalidation response time-out is detected, the corresponding itag is freed and an invalidation time-out error is signaled through the vt-d fault status register. due to this erratum, an ats invalidation response timeout is detected and reported only for the first outstanding itag entry.										
implication	as a result of the erratum, the ats invalidation response timeout condition may not be reliably reported when multiple invalidation requests are outstanding. intel has not observed this erratum with any commercially available software.										
workaround	none identified.										
											
title	spurious machine check errors may occur										
problem	the ia32_mci_ctl msr comprises enable bits for various machine check events. when a particular machine check event occurs but the associated bit in ia32_mci_ctl msr is not set, the error is not signaled but is logged with the en flag (bit 60 in ia32_mci_status msr) set to zero. further, the logged error report is not protected from being overwritten by succeeding machine check events (whether those events have the associated ia32_mci_ctl bit set or cleared). due to this erratum, it is possible that a ucr (uncorrectable recoverable) error with the associated bit in ia32_mci_ctl msr set will only set the over flag (ia32_mci_status msr bit 62) rather than correctly overwriting the entire previously logged error when that previously logged error does not have ia32_mci_status.en set.										
implication	the machine check handler may interpret the failed overwrite as a spurious error.										
workaround	none identified										
											
title	enhanced intel speedstep® technology hardware coordination cannot be disabled										
problem	the processor should permit hardware coordination of enhanced intel speedstep technology requests to be disabled (then use the most recent p-state request from any core or logical processor to set the processor-wide p-state target). due to this erratum, the enhanced intel speedstep technology hardware coordination disable value in bit 0 of the misc_pwr_mgmt msr (1aah) is ignored; hardware coordination is always enabled.										
implication	it is not possible to prevent hardware p-state coordination.										
workaround	none identified.										
											
title	pcie link upconfigure capability is incorrectly advertised as supported										
problem	the processor does not allow pcie devices to dynamically change link width but, due to this erratum, the pcie link upconfigure capability bit is incorrectly advertised as supported.										
implication	when a downstream device attempts to dynamically change the link's width, the link may not correctly retrain, resulting in an incorrect link width, reversed lane numbers, or surprise link down (sld).										
workaround	it is possible for bios to contain a workaround for this erratum.										
											
title	the ia32_mci_misc										
problem	the ia32_mci_misc.hadbbank field should be ignored										
implication	when analyzing machine check register bank contents, the ia32_mci_misc.hadbbank field should be ignored.										
workaround	none identified										
											
title	when a pcie x4 port detects a logical lane 0 failure, the link will advertise incorrect lane numbers										
problem	the pcie interface incorporates a recovery mechanism for link degradation by retraining the link without affecting pending transactions. when a x4 port detects a lane failure on logical lane 0, the link degrades from x4 to x2 and lane reversal occurs. due to this erratum, after degrading to x2 and reversing the lanes, the link will incorrectly advertise lane numbers as “pad 0 1 0" instead of the correct “pad pad 1 0".										
implication	devices that have the ability to negotiate a link with logical lane 0 on a mid physical lane may fail to successfully train the link.										
workaround	none identified.										
											
title	a machine check exception concurrent with an i/o smi may be erroneously reported as re-startable										
problem	a machine check exception that is delivered between the execution of an i/o instruction (in, ins, out, or outs) and an smi (system-management interrupt) triggered by that instruction may prevent proper handling of the smi; because of this, the machine check exception should not be reported as restartable. due to this erratum, such a machine check exception may be reported as restartable.										
implication	a restartable machine check exception on an i/o instruction concurrent with a resulting smi may result in unpredictable system behavior.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	vex										
problem	the vex.l bit should be ignored for the vcvtss2si, vcvtsd2si, vcvttss2si, and vcvttsd2si instructions, however due to this erratum the vex.l bit is not ignored and will cause a #ud.										
implication	unexpected #uds will be seen when the vex.l bit is set to 1 with vcvtss2si, vcvtsd2si, vcvttss2si, and vcvttsd2si instructions.										
workaround	software should ensure that the vex.l bit is set to 0 for all scalar instructions.										
											
title	the system agent temperature is not available										
problem	due to this erratum, the processor does not record the temperature of the system agent in the temperature field in bits [7:0] of the sa_temperature csr (device 10; function 2; offset: 044h).										
implication	firmware  cannot  read  the  temperature  of  the  system agent  via accessing  the sa_temperature csr.										
workaround	none identified. the system agent temperature is available via peci rdpkgconfig command service, parameter value 00ffh.										
											
title	incorrect retry packets may be sent by a pcie x16 port operating at 8 gt/s										
problem	a pcie x16 port operating at 8 gt/s transmitting 256 byte completion tlps may not replay tlps correctly.										
implication	due to this erratum, unpredictable system behavior may result when a 256 byte completion tlp is replayed on a pcie x16 port operating at 8 gt/s.										
workaround	a bios code change has been identified and may be implemented as a workaround for this erratum.										
											
title	intel® quickdata technology may incorrectly signal a master abort										
